site,day,date,year,day_of_year,lambda_t,mu_t,sigma2_t,observed_occupancy,admission_count
Site 3,291,2023-10-18,2023,291,2.25419,8.93376,79.81212,13,2.25419
Site 3,292,2023-10-19,2023,292,2.26121,8.94485,80.01032,25,2.26121
Site 3,293,2023-10-20,2023,293,2.26827,8.95577,80.20587,15,2.26827
Site 3,294,2023-10-21,2023,294,2.27538,8.96653,80.39871,28,2.27538
Site 3,295,2023-10-22,2023,295,2.28251,8.97712,80.58876,27,2.28251
Site 3,296,2023-10-23,2023,296,2.28969,8.98754,80.77597,17,2.28969
Site 3,297,2023-10-24,2023,297,2.29689,8.99779,80.96025,11,2.29689
Site 3,298,2023-10-25,2023,298,2.30413,9.00786,81.14156,30,2.30413
Site 3,299,2023-10-26,2023,299,2.31139,9.01775,81.31982,24,2.31139
Site 3,300,2023-10-27,2023,300,2.31869,9.02746,81.49497,24,2.31869
Site 3,301,2023-10-28,2023,301,2.326,9.03698,81.66695,25,2.326
Site 3,302,2023-10-29,2023,302,2.33334,9.04631,81.8357,21,2.33334
Site 3,303,2023-10-30,2023,303,2.3407,9.05545,82.00115,11,2.3407
Site 3,304,2023-10-31,2023,304,2.34807,9.06439,82.16324,22,2.34807
Site 3,305,2023-11-01,2023,305,2.35546,9.07314,82.32193,24,2.35546
Site 3,306,2023-11-02,2023,306,2.36286,9.08169,82.47714,15,2.36286
Site 3,307,2023-11-03,2023,307,2.37028,9.09004,82.62883,26,2.37028
Site 3,308,2023-11-04,2023,308,2.3777,9.09818,82.77694,30,2.3777
Site 3,309,2023-11-05,2023,309,2.38513,9.10612,82.92141,16,2.38513
Site 3,310,2023-11-06,2023,310,2.39256,9.11385,83.0622,28,2.39256
Site 3,311,2023-11-07,2023,311,2.4,9.12136,83.19924,32,2.4
Site 3,312,2023-11-08,2023,312,2.40744,9.12866,83.33249,22,2.40744
Site 3,313,2023-11-09,2023,313,2.41487,9.13575,83.46191,19,2.41487
Site 3,314,2023-11-10,2023,314,2.4223,9.14262,83.58744,25,2.4223
Site 3,315,2023-11-11,2023,315,2.42972,9.14926,83.70904,18,2.42972
Site 3,316,2023-11-12,2023,316,2.43714,9.15569,83.82666,18,2.43714
Site 3,317,2023-11-13,2023,317,2.44454,9.16189,83.94026,30,2.44454
Site 3,318,2023-11-14,2023,318,2.45193,9.16787,84.04979,19,2.45193
Site 3,319,2023-11-15,2023,319,2.4593,9.17362,84.15523,27,2.4593
Site 3,320,2023-11-16,2023,320,2.46666,9.17914,84.25652,13,2.46666
Site 3,321,2023-11-17,2023,321,2.474,9.18442,84.35363,26,2.474
Site 3,322,2023-11-18,2023,322,2.48131,9.18948,84.44653,19,2.48131
Site 3,323,2023-11-19,2023,323,2.48861,9.1943,84.53517,30,2.48861
Site 3,324,2023-11-20,2023,324,2.49587,9.19889,84.61953,28,2.49587
Site 3,325,2023-11-21,2023,325,2.50311,9.20324,84.69958,29,2.50311
Site 3,326,2023-11-22,2023,326,2.51031,9.20735,84.77528,20,2.51031
Site 3,327,2023-11-23,2023,327,2.51749,9.21122,84.8466,23,2.51749
Site 3,328,2023-11-24,2023,328,2.52462,9.21485,84.91353,26,2.52462
Site 3,329,2023-11-25,2023,329,2.53173,9.21824,84.97603,25,2.53173
Site 3,330,2023-11-26,2023,330,2.53879,9.22139,85.03408,24,2.53879
Site 3,331,2023-11-27,2023,331,2.54581,9.2243,85.08766,28,2.54581
Site 3,332,2023-11-28,2023,332,2.55279,9.22696,85.13675,24,2.55279
Site 3,333,2023-11-29,2023,333,2.55972,9.22937,85.18134,18,2.55972
Site 3,334,2023-11-30,2023,334,2.56661,9.23154,85.22139,22,2.56661
Site 3,335,2023-12-01,2023,335,2.57344,9.23347,85.25691,37,2.57344
Site 3,336,2023-12-02,2023,336,2.58023,9.23514,85.28787,23,2.58023
Site 3,337,2023-12-03,2023,337,2.58696,9.23657,85.31426,24,2.58696
Site 3,338,2023-12-04,2023,338,2.59364,9.23775,85.33608,32,2.59364
Site 3,339,2023-12-05,2023,339,2.60025,9.23869,85.35331,26,2.60025
Site 3,340,2023-12-06,2023,340,2.60681,9.23937,85.36596,18,2.60681
Site 3,341,2023-12-07,2023,341,2.61331,9.23981,85.37401,32,2.61331
Site 3,342,2023-12-08,2023,342,2.61975,9.23999,85.37746,22,2.61975
Site 3,343,2023-12-09,2023,343,2.62612,9.23993,85.37631,24,2.62612
Site 3,344,2023-12-10,2023,344,2.63242,9.23962,85.37056,26,2.63242
Site 3,345,2023-12-11,2023,345,2.63865,9.23906,85.36021,23,2.63865
Site 3,346,2023-12-12,2023,346,2.64482,9.23825,85.34527,20,2.64482
Site 3,347,2023-12-13,2023,347,2.65091,9.23719,85.32574,21,2.65091
Site 3,348,2023-12-14,2023,348,2.65692,9.23589,85.30164,20,2.65692
Site 3,349,2023-12-15,2023,349,2.66286,9.23434,85.27296,23,2.66286
Site 3,350,2023-12-16,2023,350,2.66872,9.23254,85.23972,18,2.66872
Site 3,351,2023-12-17,2023,351,2.67451,9.23049,85.20193,29,2.67451
Site 3,352,2023-12-18,2023,352,2.68021,9.2282,85.15961,19,2.68021
Site 3,353,2023-12-19,2023,353,2.68583,9.22566,85.11277,29,2.68583
Site 3,354,2023-12-20,2023,354,2.69136,9.22288,85.06143,22,2.69136
Site 3,355,2023-12-21,2023,355,2.69681,9.21985,85.00561,16,2.69681
Site 3,356,2023-12-22,2023,356,2.70217,9.21658,84.94533,21,2.70217
Site 3,357,2023-12-23,2023,357,2.70744,9.21307,84.88062,25,2.70744
Site 3,358,2023-12-24,2023,358,2.71261,9.20932,84.81149,30,2.71261
Site 3,359,2023-12-25,2023,359,2.7177,9.20532,84.73797,26,2.7177
Site 3,360,2023-12-26,2023,360,2.72269,9.20109,84.66009,21,2.72269
Site 3,361,2023-12-27,2023,361,2.72759,9.19662,84.57789,18,2.72759
Site 3,362,2023-12-28,2023,362,2.73239,9.19192,84.49138,27,2.73239
Site 3,363,2023-12-29,2023,363,2.73709,9.18698,84.40061,34,2.73709
Site 3,364,2023-12-30,2023,364,2.74169,9.18181,84.3056,28,2.74169
Site 3,365,2023-12-31,2023,365,2.74619,9.1764,84.20639,23,2.74619
Site 4,1,2023-01-01,2023,1,3.16131,9.17453,84.17209,35,3.16131
Site 4,2,2023-01-02,2023,2,3.16312,9.16343,83.96853,29,3.16312
Site 4,3,2023-01-03,2023,3,3.16476,9.15217,83.76216,33,3.16476
Site 4,4,2023-01-04,2023,4,3.16624,9.14074,83.55305,35,3.16624
Site 4,5,2023-01-05,2023,5,3.16755,9.12914,83.34128,29,3.16755
Site 4,6,2023-01-06,2023,6,3.16869,9.1174,83.12692,28,3.16869
Site 4,7,2023-01-07,2023,7,3.16967,9.1055,82.91004,29,3.16967
Site 4,8,2023-01-08,2023,8,3.17047,9.09344,82.69073,32,3.17047
Site 4,9,2023-01-09,2023,9,3.17111,9.08125,82.46904,24,3.17111
Site 4,10,2023-01-10,2023,10,3.17157,9.06891,82.24507,16,3.17157
Site 4,11,2023-01-11,2023,11,3.17187,9.05643,82.01889,43,3.17187
Site 4,12,2023-01-12,2023,12,3.17199,9.04381,81.79057,42,3.17199
Site 4,13,2023-01-13,2023,13,3.17195,9.03107,81.56019,29,3.17195
Site 4,14,2023-01-14,2023,14,3.17174,9.01819,81.32783,40,3.17174
Site 4,15,2023-01-15,2023,15,3.17136,9.0052,81.09358,32,3.17136
Site 4,16,2023-01-16,2023,16,3.17081,8.99208,80.8575,32,3.17081
Site 4,17,2023-01-17,2023,17,3.17009,8.97885,80.61968,18,3.17009
Site 4,18,2023-01-18,2023,18,3.1692,8.9655,80.3802,34,3.1692
Site 4,19,2023-01-19,2023,19,3.16814,8.95205,80.13913,33,3.16814
Site 4,20,2023-01-20,2023,20,3.16692,8.93849,79.89656,33,3.16692
Site 4,21,2023-01-21,2023,21,3.16552,8.92483,79.65257,26,3.16552
Site 4,22,2023-01-22,2023,22,3.16396,8.91107,79.40724,24,3.16396
Site 4,23,2023-01-23,2023,23,3.16223,8.89723,79.16064,28,3.16223
Site 4,24,2023-01-24,2023,24,3.16034,8.88329,78.91286,30,3.16034
Site 4,25,2023-01-25,2023,25,3.15828,8.86927,78.66399,34,3.15828
Site 4,26,2023-01-26,2023,26,3.15605,8.85517,78.41409,29,3.15605
Site 4,27,2023-01-27,2023,27,3.15366,8.841,78.16325,21,3.15366
Site 4,28,2023-01-28,2023,28,3.15111,8.82675,77.91156,30,3.15111
Site 4,29,2023-01-29,2023,29,3.14839,8.81244,77.65908,32,3.14839
Site 4,30,2023-01-30,2023,30,3.14551,8.79806,77.40591,23,3.14551
Site 4,31,2023-01-31,2023,31,3.14246,8.78363,77.15212,32,3.14246
Site 4,32,2023-02-01,2023,32,3.13926,8.76914,76.89779,18,3.13926
Site 4,33,2023-02-02,2023,33,3.1359,8.7546,76.64301,27,3.1359
Site 4,34,2023-02-03,2023,34,3.13237,8.74001,76.38785,23,3.13237
Site 4,35,2023-02-04,2023,35,3.12869,8.72539,76.13238,29,3.12869
Site 4,36,2023-02-05,2023,36,3.12486,8.71072,75.8767,27,3.12486
Site 4,37,2023-02-06,2023,37,3.12087,8.69603,75.62088,28,3.12087
Site 4,38,2023-02-07,2023,38,3.11672,8.6813,75.365,22,3.11672
Site 4,39,2023-02-08,2023,39,3.11242,8.66655,75.10913,15,3.11242
Site 4,40,2023-02-09,2023,40,3.10797,8.65178,74.85336,24,3.10797
Site 4,41,2023-02-10,2023,41,3.10337,8.637,74.59775,30,3.10337
Site 4,42,2023-02-11,2023,42,3.09862,8.6222,74.3424,26,3.09862
Site 4,43,2023-02-12,2023,43,3.09372,8.6074,74.08737,28,3.09372
Site 4,44,2023-02-13,2023,44,3.08867,8.5926,73.83274,28,3.08867
Site 4,45,2023-02-14,2023,45,3.08348,8.5778,73.57859,29,3.08348
Site 4,46,2023-02-15,2023,46,3.07815,8.563,73.32498,24,3.07815
Site 4,47,2023-02-16,2023,47,3.07267,8.54822,73.07201,27,3.07267
Site 4,48,2023-02-17,2023,48,3.06706,8.53345,72.81973,21,3.06706
Site 4,49,2023-02-18,2023,49,3.06131,8.5187,72.56822,28,3.06131
Site 4,50,2023-02-19,2023,50,3.05542,8.50397,72.31756,19,3.05542
Site 4,51,2023-02-20,2023,51,3.04939,8.48928,72.06782,13,3.04939
Site 4,52,2023-02-21,2023,52,3.04323,8.47461,71.81906,21,3.04323
Site 4,53,2023-02-22,2023,53,3.03694,8.45999,71.57136,32,3.03694
Site 4,54,2023-02-23,2023,54,3.03053,8.4454,71.32479,36,3.03053
Site 4,55,2023-02-24,2023,55,3.02398,8.43086,71.07942,36,3.02398
Site 4,56,2023-02-25,2023,56,3.01731,8.41637,70.83532,20,3.01731
Site 4,57,2023-02-26,2023,57,3.01051,8.40194,70.59255,20,3.01051
Site 4,58,2023-02-27,2023,58,3.00359,8.38756,70.35118,30,3.00359
Site 4,59,2023-02-28,2023,59,2.99656,8.37325,70.11128,20,2.99656
Site 4,60,2023-03-01,2023,60,2.9894,8.359,69.87291,26,2.9894
Site 4,61,2023-03-02,2023,61,2.98213,8.34483,69.63614,25,2.98213
Site 4,62,2023-03-03,2023,62,2.97475,8.33073,69.40103,25,2.97475
Site 4,63,2023-03-04,2023,63,2.96726,8.31671,69.16764,15,2.96726
Site 4,64,2023-03-05,2023,64,2.95965,8.30277,68.93605,25,2.95965
Site 4,65,2023-03-06,2023,65,2.95194,8.28893,68.7063,25,2.95194
Site 4,66,2023-03-07,2023,66,2.94413,8.27517,68.47846,22,2.94413
Site 4,67,2023-03-08,2023,67,2.93621,8.26151,68.25259,15,2.93621
Site 4,68,2023-03-09,2023,68,2.9282,8.24795,68.02874,17,2.9282
Site 4,69,2023-03-10,2023,69,2.92009,8.2345,67.80699,24,2.92009
Site 4,70,2023-03-11,2023,70,2.91188,8.22115,67.58737,28,2.91188
Site 4,71,2023-03-12,2023,71,2.90358,8.20792,67.36995,25,2.90358
Site 4,72,2023-03-13,2023,72,2.89519,8.1948,67.15479,26,2.89519
Site 4,73,2023-03-14,2023,73,2.88671,8.18181,66.94194,23,2.88671
Site 4,74,2023-03-15,2023,74,2.87815,8.16893,66.73145,18,2.87815
Site 4,75,2023-03-16,2023,75,2.8695,8.15619,66.52338,26,2.8695
Site 4,76,2023-03-17,2023,76,2.86078,8.14357,66.31777,25,2.86078
Site 4,77,2023-03-18,2023,77,2.85198,8.13109,66.11468,20,2.85198
Site 4,78,2023-03-19,2023,78,2.8431,8.11875,65.91415,24,2.8431
Site 4,79,2023-03-20,2023,79,2.83415,8.10656,65.71625,18,2.83415
Site 4,80,2023-03-21,2023,80,2.82513,8.0945,65.52101,22,2.82513
Site 4,81,2023-03-22,2023,81,2.81605,8.0826,65.32848,20,2.81605
Site 4,82,2023-03-23,2023,82,2.8069,8.07086,65.1387,24,2.8069
Site 4,83,2023-03-24,2023,83,2.79769,8.05926,64.95174,17,2.79769
Site 4,84,2023-03-25,2023,84,2.78842,8.04783,64.76762,27,2.78842
Site 4,85,2023-03-26,2023,85,2.7791,8.03657,64.58639,18,2.7791
Site 4,86,2023-03-27,2023,86,2.76972,8.02547,64.40809,17,2.76972
Site 4,87,2023-03-28,2023,87,2.76029,8.01453,64.23277,24,2.76029
Site 4,88,2023-03-29,2023,88,2.75082,8.00378,64.06046,24,2.75082
Site 4,89,2023-03-30,2023,89,2.7413,7.9932,63.89122,19,2.7413
Site 4,90,2023-03-31,2023,90,2.73173,7.9828,63.72506,19,2.73173
Site 4,91,2023-04-01,2023,91,2.72213,7.97258,63.56204,21,2.72213
Site 4,92,2023-04-02,2023,92,2.7125,7.96255,63.40219,15,2.7125
Site 4,93,2023-04-03,2023,93,2.70283,7.95271,63.24554,28,2.70283
Site 4,94,2023-04-04,2023,94,2.69313,7.94306,63.09214,18,2.69313
Site 4,95,2023-04-05,2023,95,2.6834,7.9336,62.942,19,2.6834
Site 4,96,2023-04-06,2023,96,2.67364,7.92434,62.79518,26,2.67364
Site 4,97,2023-04-07,2023,97,2.66387,7.91528,62.6517,23,2.66387
Site 4,98,2023-04-08,2023,98,2.65408,7.90643,62.51159,20,2.65408
Site 4,99,2023-04-09,2023,99,2.64427,7.89778,62.37489,22,2.64427
Site 4,100,2023-04-10,2023,100,2.63444,7.88934,62.24161,24,2.63444
Site 4,101,2023-04-11,2023,101,2.62461,7.8811,62.1118,23,2.62461
Site 4,102,2023-04-12,2023,102,2.61477,7.87309,61.98548,21,2.61477
Site 4,103,2023-04-13,2023,103,2.60492,7.86528,61.86268,18,2.60492
Site 4,104,2023-04-14,2023,104,2.59508,7.8577,61.74341,14,2.59508
Site 4,105,2023-04-15,2023,105,2.58523,7.85033,61.62772,21,2.58523
Site 4,106,2023-04-16,2023,106,2.57539,7.84319,61.51562,20,2.57539
Site 4,107,2023-04-17,2023,107,2.56556,7.83627,61.40714,22,2.56556
Site 4,108,2023-04-18,2023,108,2.55573,7.82958,61.30229,17,2.55573
Site 4,109,2023-04-19,2023,109,2.54592,7.82311,61.20111,16,2.54592
Site 4,110,2023-04-20,2023,110,2.53613,7.81688,61.10361,22,2.53613
Site 4,111,2023-04-21,2023,111,2.52636,7.81088,61.00982,14,2.52636
Site 4,112,2023-04-22,2023,112,2.5166,7.80511,60.91974,23,2.5166
Site 4,113,2023-04-23,2023,113,2.50687,7.79958,60.83341,17,2.50687
Site 4,114,2023-04-24,2023,114,2.49717,7.79428,60.75083,19,2.49717
Site 4,115,2023-04-25,2023,115,2.4875,7.78923,60.67203,22,2.4875
Site 4,116,2023-04-26,2023,116,2.47787,7.78441,60.59702,16,2.47787
Site 4,117,2023-04-27,2023,117,2.46827,7.77983,60.52582,30,2.46827
Site 4,118,2023-04-28,2023,118,2.4587,7.7755,60.45844,15,2.4587
Site 4,119,2023-04-29,2023,119,2.44918,7.77142,60.3949,24,2.44918
Site 4,120,2023-04-30,2023,120,2.43971,7.76757,60.3352,22,2.43971
Site 4,121,2023-05-01,2023,121,2.43028,7.76398,60.27936,21,2.43028
Site 4,122,2023-05-02,2023,122,2.4209,7.76063,60.22739,19,2.4209
Site 4,123,2023-05-03,2023,123,2.41158,7.75753,60.17931,15,2.41158
Site 4,124,2023-05-04,2023,124,2.40231,7.75468,60.13511,30,2.40231
Site 4,125,2023-05-05,2023,125,2.3931,7.75208,60.09482,16,2.3931
Site 4,126,2023-05-06,2023,126,2.38395,7.74974,60.05843,16,2.38395
Site 4,127,2023-05-07,2023,127,2.37487,7.74764,60.02596,29,2.37487
Site 4,128,2023-05-08,2023,128,2.36585,7.7458,59.9974,16,2.36585
Site 4,129,2023-05-09,2023,129,2.3569,7.74421,59.97278,18,2.3569
Site 4,130,2023-05-10,2023,130,2.34802,7.74287,59.95209,23,2.34802
Site 4,131,2023-05-11,2023,131,2.33922,7.74179,59.93533,19,2.33922
Site 4,132,2023-05-12,2023,132,2.3305,7.74096,59.92252,17,2.3305
Site 4,133,2023-05-13,2023,133,2.32185,7.74039,59.91364,20,2.32185
Site 4,134,2023-05-14,2023,134,2.31329,7.74007,59.90871,16,2.31329
Site 4,135,2023-05-15,2023,135,2.30481,7.74001,59.90772,24,2.30481
Site 4,136,2023-05-16,2023,136,2.29642,7.7402,59.91068,20,2.29642
Site 4,137,2023-05-17,2023,137,2.28812,7.74064,59.91758,8,2.28812
Site 4,138,2023-05-18,2023,138,2.27991,7.74135,59.92843,21,2.27991
Site 4,139,2023-05-19,2023,139,2.2718,7.7423,59.94322,20,2.2718
Site 4,140,2023-05-20,2023,140,2.26379,7.74351,59.96194,13,2.26379
Site 4,141,2023-05-21,2023,141,2.25587,7.74497,59.9846,16,2.25587
Site 4,142,2023-05-22,2023,142,2.24806,7.74669,60.01119,15,2.24806
Site 4,143,2023-05-23,2023,143,2.24035,7.74866,60.0417,19,2.24035
Site 4,144,2023-05-24,2023,144,2.23274,7.75088,60.07613,24,2.23274
Site 4,145,2023-05-25,2023,145,2.22525,7.75335,60.11448,16,2.22525
Site 4,146,2023-05-26,2023,146,2.21787,7.75608,60.15672,18,2.21787
Site 4,147,2023-05-27,2023,147,2.2106,7.75905,60.20286,18,2.2106
Site 4,148,2023-05-28,2023,148,2.20344,7.76227,60.25289,21,2.20344
Site 4,149,2023-05-29,2023,149,2.19641,7.76575,60.3068,23,2.19641
Site 4,150,2023-05-30,2023,150,2.18949,7.76946,60.36457,17,2.18949
Site 4,151,2023-05-31,2023,151,2.18269,7.77343,60.42619,20,2.18269
Site 4,152,2023-06-01,2023,152,2.17602,7.77764,60.49165,11,2.17602
Site 4,153,2023-06-02,2023,153,2.16947,7.78209,60.56095,16,2.16947
Site 4,154,2023-06-03,2023,154,2.16306,7.78679,60.63405,17,2.16306
Site 4,155,2023-06-04,2023,155,2.15677,7.79172,60.71096,23,2.15677
Site 4,156,2023-06-05,2023,156,2.15061,7.7969,60.79165,11,2.15061
Site 4,157,2023-06-06,2023,157,2.14458,7.80231,60.87611,21,2.14458
Site 4,158,2023-06-07,2023,158,2.13869,7.80796,60.96431,14,2.13869
Site 4,159,2023-06-08,2023,159,2.13294,7.81385,61.05625,22,2.13294
Site 4,160,2023-06-09,2023,160,2.12733,7.81997,61.1519,16,2.12733
Site 4,161,2023-06-10,2023,161,2.12185,7.82632,61.25124,14,2.12185
Site 4,162,2023-06-11,2023,162,2.11652,7.8329,61.35426,17,2.11652
Site 4,163,2023-06-12,2023,163,2.11133,7.8397,61.46093,17,2.11133
Site 4,164,2023-06-13,2023,164,2.10628,7.84673,61.57122,17,2.10628
Site 4,165,2023-06-14,2023,165,2.10138,7.85399,61.68512,14,2.10138
Site 4,166,2023-06-15,2023,166,2.09663,7.86146,61.8026,21,2.09663
Site 4,167,2023-06-16,2023,167,2.09203,7.86916,61.92364,9,2.09203
Site 4,168,2023-06-17,2023,168,2.08758,7.87707,62.0482,20,2.08758
Site 4,169,2023-06-18,2023,169,2.08328,7.88519,62.17627,15,2.08328
Site 4,170,2023-06-19,2023,170,2.07913,7.89353,62.30782,16,2.07913
Site 4,171,2023-06-20,2023,171,2.07514,7.90208,62.44281,17,2.07514
Site 4,172,2023-06-21,2023,172,2.07131,7.91083,62.58122,14,2.07131
Site 4,173,2023-06-22,2023,173,2.06763,7.91979,62.72302,16,2.06763
Site 4,174,2023-06-23,2023,174,2.0641,7.92895,62.86818,19,2.0641
Site 4,175,2023-06-24,2023,175,2.06074,7.9383,63.01666,17,2.06074
Site 4,176,2023-06-25,2023,176,2.05754,7.94786,63.16843,14,2.05754
Site 4,177,2023-06-26,2023,177,2.05449,7.9576,63.32346,22,2.05449
Site 4,178,2023-06-27,2023,178,2.05161,7.96754,63.48172,9,2.05161
Site 4,179,2023-06-28,2023,179,2.04889,7.97767,63.64316,10,2.04889
Site 4,180,2023-06-29,2023,180,2.04634,7.98798,63.80775,18,2.04634
Site 4,181,2023-06-30,2023,181,2.04395,7.99847,63.97546,21,2.04395
Site 4,182,2023-07-01,2023,182,2.04172,8.00913,64.14624,10,2.04172
Site 4,183,2023-07-02,2023,183,2.03966,8.01998,64.32005,25,2.03966
Site 4,184,2023-07-03,2023,184,2.03777,8.03099,64.49687,11,2.03777
Site 4,185,2023-07-04,2023,185,2.03604,8.04218,64.67664,17,2.03604
Site 4,186,2023-07-05,2023,186,2.03448,8.05353,64.85932,20,2.03448
Site 4,187,2023-07-06,2023,187,2.03308,8.06504,65.04487,11,2.03308
Site 4,188,2023-07-07,2023,188,2.03186,8.07671,65.23324,19,2.03186
Site 4,189,2023-07-08,2023,189,2.0308,8.08854,65.4244,16,2.0308
Site 4,190,2023-07-09,2023,190,2.02991,8.10051,65.61829,19,2.02991
Site 4,191,2023-07-10,2023,191,2.02919,8.11264,65.81487,24,2.02919
Site 4,192,2023-07-11,2023,192,2.02864,8.12491,66.01409,16,2.02864
Site 4,193,2023-07-12,2023,193,2.02826,8.13732,66.2159,16,2.02826
Site 4,194,2023-07-13,2023,194,2.02805,8.14986,66.42026,7,2.02805
Site 4,195,2023-07-14,2023,195,2.02801,8.16254,66.62711,8,2.02801
Site 4,196,2023-07-15,2023,196,2.02813,8.17535,66.8364,13,2.02813
Site 4,197,2023-07-16,2023,197,2.02843,8.18829,67.04808,16,2.02843
Site 4,198,2023-07-17,2023,198,2.02889,8.20135,67.26209,11,2.02889
Site 4,199,2023-07-18,2023,199,2.02953,8.21452,67.47838,17,2.02953
Site 4,200,2023-07-19,2023,200,2.03033,8.22781,67.69691,15,2.03033
Site 4,201,2023-07-20,2023,201,2.03131,8.24121,67.9176,17,2.03131
Site 4,202,2023-07-21,2023,202,2.03245,8.25472,68.14041,15,2.03245
Site 4,203,2023-07-22,2023,203,2.03376,8.26833,68.36527,13,2.03376
Site 4,204,2023-07-23,2023,204,2.03524,8.28204,68.59214,21,2.03524
Site 4,205,2023-07-24,2023,205,2.03688,8.29584,68.82094,20,2.03688
Site 4,206,2023-07-25,2023,206,2.03869,8.30973,69.05162,12,2.03869
Site 4,207,2023-07-26,2023,207,2.04067,8.32371,69.28412,10,2.04067
Site 4,208,2023-07-27,2023,208,2.04281,8.33777,69.51837,12,2.04281
Site 4,209,2023-07-28,2023,209,2.04512,8.35191,69.75432,10,2.04512
Site 4,210,2023-07-29,2023,210,2.0476,8.36612,69.9919,19,2.0476
Site 4,211,2023-07-30,2023,211,2.05023,8.3804,70.23104,14,2.05023
Site 4,212,2023-07-31,2023,212,2.05303,8.39474,70.47168,5,2.05303
Site 4,213,2023-08-01,2023,213,2.056,8.40915,70.71376,15,2.056
Site 4,214,2023-08-02,2023,214,2.05912,8.42361,70.95721,20,2.05912
Site 4,215,2023-08-03,2023,215,2.0624,8.43813,71.20195,23,2.0624
Site 4,216,2023-08-04,2023,216,2.06585,8.45269,71.44793,21,2.06585
Site 4,217,2023-08-05,2023,217,2.06945,8.46729,71.69507,19,2.06945
Site 4,218,2023-08-06,2023,218,2.0732,8.48194,71.94331,22,2.0732
Site 4,219,2023-08-07,2023,219,2.07712,8.49662,72.19257,16,2.07712
Site 4,220,2023-08-08,2023,220,2.08119,8.51133,72.44278,25,2.08119
Site 4,221,2023-08-09,2023,221,2.08541,8.52607,72.69387,18,2.08541
Site 4,222,2023-08-10,2023,222,2.08979,8.54083,72.94578,25,2.08979
Site 4,223,2023-08-11,2023,223,2.09431,8.55561,73.19841,13,2.09431
Site 4,224,2023-08-12,2023,224,2.09899,8.5704,73.45171,9,2.09899
Site 4,225,2023-08-13,2023,225,2.10381,8.5852,73.7056,18,2.10381
Site 4,226,2023-08-14,2023,226,2.10879,8.6,73.96,27,2.10879
Site 4,227,2023-08-15,2023,227,2.1139,8.6148,74.21484,22,2.1139
Site 4,228,2023-08-16,2023,228,2.11917,8.6296,74.47004,17,2.11917
Site 4,229,2023-08-17,2023,229,2.12457,8.64439,74.72553,18,2.12457
Site 4,230,2023-08-18,2023,230,2.13012,8.65917,74.98123,18,2.13012
Site 4,231,2023-08-19,2023,231,2.1358,8.67393,75.23706,16,2.1358
Site 4,232,2023-08-20,2023,232,2.14162,8.68867,75.49294,22,2.14162
Site 4,233,2023-08-21,2023,233,2.14758,8.70338,75.7488,24,2.14758
Site 4,234,2023-08-22,2023,234,2.15367,8.71806,76.00457,15,2.15367
Site 4,235,2023-08-23,2023,235,2.15989,8.73271,76.26015,22,2.15989
Site 4,236,2023-08-24,2023,236,2.16625,8.74731,76.51547,24,2.16625
Site 4,237,2023-08-25,2023,237,2.17273,8.76187,76.77045,20,2.17273
Site 4,238,2023-08-26,2023,238,2.17934,8.77639,77.02502,23,2.17934
Site 4,239,2023-08-27,2023,239,2.18608,8.79085,77.27909,21,2.18608
Site 4,240,2023-08-28,2023,240,2.19293,8.80526,77.53258,23,2.19293
Site 4,241,2023-08-29,2023,241,2.19991,8.8196,77.78541,24,2.19991
Site 4,242,2023-08-30,2023,242,2.20701,8.83388,78.03751,24,2.20701
Site 4,243,2023-08-31,2023,243,2.21422,8.84809,78.28878,23,2.21422
Site 4,244,2023-09-01,2023,244,2.22154,8.86223,78.53916,23,2.22154
Site 4,245,2023-09-02,2023,245,2.22898,8.87629,78.78856,6,2.22898
Site 4,246,2023-09-03,2023,246,2.23653,8.89027,79.0369,17,2.23653
Site 4,247,2023-09-04,2023,247,2.24419,8.90416,79.28409,21,2.24419
Site 4,248,2023-09-05,2023,248,2.25195,8.91796,79.53007,22,2.25195
Site 4,249,2023-09-06,2023,249,2.25982,8.93167,79.77474,21,2.25982
Site 4,250,2023-09-07,2023,250,2.26778,8.94528,80.01803,22,2.26778
Site 4,251,2023-09-08,2023,251,2.27585,8.95879,80.25986,26,2.27585
Site 4,252,2023-09-09,2023,252,2.28401,8.97219,80.50014,26,2.28401
Site 4,253,2023-09-10,2023,253,2.29226,8.98548,80.7388,21,2.29226
Site 4,254,2023-09-11,2023,254,2.30061,8.99865,80.97576,26,2.30061
Site 4,255,2023-09-12,2023,255,2.30904,9.01171,81.21094,13,2.30904
Site 4,256,2023-09-13,2023,256,2.31756,9.02465,81.44425,20,2.31756
Site 4,257,2023-09-14,2023,257,2.32616,9.03746,81.67563,31,2.32616
Site 4,258,2023-09-15,2023,258,2.33485,9.05014,81.90499,27,2.33485
Site 4,259,2023-09-16,2023,259,2.34361,9.06268,82.13225,21,2.34361
Site 4,260,2023-09-17,2023,260,2.35245,9.07509,82.35734,30,2.35245
Site 4,261,2023-09-18,2023,261,2.36137,9.08736,82.58018,24,2.36137
Site 4,262,2023-09-19,2023,262,2.37035,9.09949,82.80069,31,2.37035
Site 4,263,2023-09-20,2023,263,2.3794,9.11146,83.01879,18,2.3794
Site 4,264,2023-09-21,2023,264,2.38852,9.12329,83.23442,19,2.38852
Site 4,265,2023-09-22,2023,265,2.3977,9.13496,83.4475,21,2.3977
